asr,diar,method,clip_id,language,duration,n_speakers,speakers,overlap_frac_of_speech,overlap,hyp_missing,WER,cpWER,WDER,DER,JER,DER_ctrl,JER_ctrl,n_units,n_applied,n_words_relabelled,rogue,wer_errors,wer_len,cp_errors,cp_len,wder_errors,wder_len,err_miss_sec,err_fa_sec,err_conf_sec,ref_speech_sec,sys,sys_ctrl
indicconformer,sortformer_stream,rule,4Qg2jWP6_T0__000136000_000202000,Punjabi,66.0000,3,3,0.2093,high (>7.0%),False,93.2331,93.6090,42.8571,82.8101,78.9832,82.1281,79.2043,19.0000,10.0000,18.0000,False,248.0000,266.0000,249.0000,266.0000,21.0000,49.0000,11.5700,15.7300,30.9900,70.3900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,6-726qTlYeg__000102000_000162000,Malayalam,60.0000,2,2,0.1610,high (>7.0%),False,96.2617,95.3271,23.0769,60.2872,60.8292,53.8981,53.8810,11.0000,2.0000,3.0000,False,206.0000,214.0000,204.0000,214.0000,12.0000,52.0000,7.9500,10.2900,23.7500,69.6500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,6ZeRgvDHwcI__000006000_000100000,Gujarati,94.0000,2,2,0.0125,low (<=2.2%),False,89.4180,90.4762,54.0000,67.9147,61.9096,69.7630,63.6907,11.0000,3.0000,6.0000,False,169.0000,189.0000,171.0000,189.0000,27.0000,50.0000,24.2900,10.5100,8.1900,63.3000,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,6f6TLzlP8Wk__000082000_000144000,Punjabi,62.0000,2,2,0.0510,mid (2.2%-7.0%],False,100.0000,100.0000,36.8421,55.2216,60.1367,60.4177,65.1010,26.0000,11.0000,19.0000,False,236.0000,236.0000,236.0000,236.0000,28.0000,76.0000,6.4300,7.6100,18.4800,58.8900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,7L4gi7Ncc0s__000090000_000148000,Malayalam,58.0000,2,2,0.0000,low (<=2.2%),False,49.6000,52.8000,1.8692,16.6876,24.1904,16.6876,24.1904,5.0000,0.0000,0.0000,False,62.0000,125.0000,66.0000,125.0000,2.0000,107.0000,4.0800,2.3200,2.8900,55.6700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,7WhVNRHbjIY__000091000_001089000,Tamil,998.0000,5,5+,0.0133,low (<=2.2%),False,95.4472,95.8904,26.1818,34.8858,48.0076,34.8858,48.0076,60.0000,6.0000,6.0000,False,2369.0000,2482.0000,2380.0000,2482.0000,72.0000,275.0000,14.7000,25.7700,307.2300,996.6800,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,7YfsQPYY-W0__000351000_000411000,Odia,60.0000,2,2,0.1219,high (>7.0%),False,100.0000,100.0000,42.8571,56.8405,59.4972,58.3658,61.0983,9.0000,4.0000,6.0000,False,208.0000,208.0000,208.0000,208.0000,6.0000,14.0000,8.6900,8.9100,18.9200,64.2500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,7c9ePKgqams__000299000_000869000,Telugu,570.0000,4,4,0.0055,low (<=2.2%),False,54.9277,88.0420,59.7235,53.7302,75.7187,54.2218,76.0721,60.0000,7.0000,7.0000,False,836.0000,1522.0000,1340.0000,1522.0000,648.0000,1085.0000,18.3200,23.3900,255.5900,553.3200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,7k-xDqNjESc__000073000_000981000,Malayalam,908.0000,4,4,0.0421,mid (2.2%-7.0%],False,57.7937,70.8352,19.4409,45.4116,71.2051,45.5186,71.2761,122.0000,29.0000,37.0000,False,1294.0000,2239.0000,1586.0000,2239.0000,306.0000,1574.0000,89.0100,87.5700,231.0300,897.5900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,83gP2vLH7UY__000255000_002005000,Devanagari (hi/mr),1750.0000,5,5+,0.2022,high (>7.0%),False,66.9598,88.6015,68.3587,72.9128,79.0780,72.8854,79.1173,218.0000,37.0000,58.0000,False,3883.0000,5799.0000,5138.0000,5799.0000,1845.0000,2699.0000,273.1400,197.8300,1019.0900,2043.6200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,86mMTUeDiR8__000181000_001079000,Bengali,898.0000,5,5+,0.0517,mid (2.2%-7.0%],False,86.4187,90.4722,32.4803,57.7234,72.4702,57.1621,72.0760,89.0000,20.0000,31.0000,False,2068.0000,2393.0000,2165.0000,2393.0000,165.0000,508.0000,103.0500,97.8900,274.2100,823.1500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,87Zbup3ohcw__000106000_000445000,Tamil,339.0000,4,4,0.0152,low (<=2.2%),False,75.9680,85.1802,45.6376,38.7006,62.3884,39.3128,62.5900,27.0000,4.0000,6.0000,False,569.0000,749.0000,638.0000,749.0000,136.0000,298.0000,18.3500,18.2400,87.3100,320.1500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,8Ve4SWhlrrA__000000000_000070000,Odia,70.0000,2,2,0.0000,low (<=2.2%),False,24.8120,25.5639,0.8000,4.8895,38.0981,4.8895,38.0981,4.0000,0.0000,0.0000,False,33.0000,133.0000,34.0000,133.0000,1.0000,125.0000,0.0800,1.5400,1.5000,63.8100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,8mvORuRHw2U__000000000_001197000,Gujarati,1197.0000,4,4,0.0417,mid (2.2%-7.0%],False,83.5052,88.7457,46.6752,59.4780,69.4167,57.2336,66.8043,98.0000,24.0000,35.0000,False,2916.0000,3492.0000,3099.0000,3492.0000,365.0000,782.0000,69.0400,70.6000,549.9000,1159.3200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,8o7jKmq6HsM__000030000_001770000,Devanagari (hi/mr),1740.0000,6,5+,0.0471,mid (2.2%-7.0%],False,81.6273,90.8574,53.7162,62.0220,76.1241,62.0701,75.5439,216.0000,27.0000,40.0000,False,3732.0000,4572.0000,4154.0000,4572.0000,795.0000,1480.0000,108.7500,43.4100,943.9300,1767.2600,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,8pkp-lpMJP0__000326000_000926000,Telugu,600.0000,8,5+,0.2032,high (>7.0%),False,80.8469,82.9316,23.3276,52.7309,79.2419,47.8305,76.4621,118.0000,47.0000,62.0000,False,1241.0000,1535.0000,1273.0000,1535.0000,136.0000,583.0000,112.0700,35.5000,219.6900,696.4800,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,8r2Nltl0W4o__000259000_000320000,Punjabi,61.0000,2,2,0.0227,mid (2.2%-7.0%],False,51.7787,51.7787,0.0000,17.1189,56.9016,17.1189,56.9016,2.0000,0.0000,0.0000,False,131.0000,253.0000,131.0000,253.0000,0.0000,159.0000,3.0300,2.1800,5.2000,60.8100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,90uAd6xpTPo__000016000_000408000,Devanagari (hi/mr),392.0000,4,4,0.0067,low (<=2.2%),False,100.0000,112.7888,38.3875,52.6412,75.4203,52.6412,75.4205,37.0000,2.0000,5.0000,False,1212.0000,1212.0000,1367.0000,1212.0000,319.0000,831.0000,11.4100,10.0700,171.0500,365.7400,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,9Aw8kg8w5Xo__000000000_000083000,Telugu,83.0000,4,4,0.0216,low (<=2.2%),False,57.7889,73.3668,16.6667,25.4152,65.1225,26.3434,65.7713,9.0000,2.0000,3.0000,False,115.0000,199.0000,146.0000,199.0000,20.0000,120.0000,2.1700,1.8500,16.7900,81.8800,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,9_GMxc_JjyI__000236000_000368000,Kannada,132.0000,2,2,0.0602,mid (2.2%-7.0%],False,57.4124,58.4906,2.3166,19.4963,45.5042,19.8374,44.7776,13.0000,4.0000,5.0000,False,213.0000,371.0000,217.0000,371.0000,6.0000,259.0000,9.3500,5.6500,11.8600,137.7700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,ARCKJrGkITw__000014000_000496000,Telugu,482.0000,3,3,0.0844,high (>7.0%),False,57.0182,80.4364,39.6495,48.3379,57.8384,47.7595,57.5068,66.0000,20.0000,28.0000,False,784.0000,1375.0000,1106.0000,1375.0000,362.0000,913.0000,48.2200,25.5600,171.0900,506.5800,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,ARZl7LT0UC0__000073000_000130000,Telugu,57.0000,3,3,0.0905,high (>7.0%),False,90.1961,90.1961,22.9167,25.8910,38.3559,25.8910,38.3559,11.0000,3.0000,4.0000,False,138.0000,153.0000,138.0000,153.0000,11.0000,48.0000,4.2900,3.6800,7.9400,61.4500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,A_dohDOK6Ic__000000000_000600000,Devanagari (hi/mr),600.0000,3,3,0.0048,low (<=2.2%),False,100.0000,100.0000,60.1637,36.6764,51.0490,36.6764,51.0490,62.0000,1.0000,1.0000,False,1829.0000,1829.0000,1829.0000,1829.0000,441.0000,733.0000,11.3800,11.2300,189.4600,578.2200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,B2ScTgeIIck__000117000_000180000,Odia,63.0000,2,2,0.0879,high (>7.0%),False,74.7126,73.5632,10.4478,43.7106,51.3361,31.1018,34.9235,9.0000,2.0000,3.0000,False,130.0000,174.0000,128.0000,174.0000,7.0000,67.0000,5.4700,5.7700,17.8800,66.6200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,BGAAfht5dYw__000000000_000612000,Gujarati,612.0000,4,4,0.1350,high (>7.0%),False,100.0000,100.0000,52.9915,44.9265,65.0030,39.5405,60.0601,76.0000,23.0000,29.0000,False,2105.0000,2105.0000,2105.0000,2105.0000,124.0000,234.0000,53.9000,30.3100,220.6700,678.6200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,BYLcUGNB_zM__000020000_001387000,Kannada,1367.0000,4,4,0.0054,low (<=2.2%),False,52.6316,58.9595,8.2339,14.8151,21.9438,14.9473,22.1576,89.0000,9.0000,10.0000,False,1730.0000,3287.0000,1938.0000,3287.0000,207.0000,2514.0000,36.9000,19.6100,140.7100,1331.2100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Bngfppo1QtA__000028000_000927000,Telugu,899.0000,5,5+,0.1261,high (>7.0%),False,84.2020,90.2687,27.7143,63.6294,68.1875,63.2285,67.9232,97.0000,22.0000,27.0000,False,2068.0000,2456.0000,2217.0000,2456.0000,194.0000,700.0000,132.4600,150.1100,355.5500,1002.8700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,CO_8ppdzq9U__000000000_000695000,Tamil,695.0000,4,4,0.0186,low (<=2.2%),False,80.3268,102.1999,75.7453,62.5011,79.8462,62.5011,79.8672,68.0000,6.0000,10.0000,False,1278.0000,1591.0000,1626.0000,1591.0000,559.0000,738.0000,13.7200,24.4200,369.5800,652.3400,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Cku_X_SL7qU__000060000_000660000,Gujarati,600.0000,3,3,0.1022,high (>7.0%),False,100.0000,100.1687,38.3178,74.1816,60.4352,67.4329,54.0956,48.0000,15.0000,20.0000,False,1778.0000,1778.0000,1781.0000,1778.0000,82.0000,214.0000,78.9500,183.5100,105.7700,496.3900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,DPmew0didIM__000191000_000512000,Telugu,321.0000,5,5+,0.0620,mid (2.2%-7.0%],False,65.1042,70.0521,21.4118,48.2058,64.8766,47.2229,64.0372,45.0000,8.0000,9.0000,False,500.0000,768.0000,538.0000,768.0000,91.0000,425.0000,32.5700,29.0500,95.8200,326.6000,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,EmsKkNN2Me4__000035000_000095000,Malayalam,60.0000,2,2,0.0471,mid (2.2%-7.0%],False,87.1508,87.1508,26.4151,45.8876,55.2451,47.0579,56.6709,15.0000,6.0000,9.0000,False,156.0000,179.0000,156.0000,179.0000,14.0000,53.0000,3.0100,6.0100,18.8200,60.6700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,ExGJodnzocM__000212000_000527000,Devanagari (hi/mr),315.0000,4,4,0.0133,low (<=2.2%),False,100.0000,100.0000,79.2593,44.5822,59.4877,43.7686,58.6767,43.0000,15.0000,22.0000,False,1161.0000,1161.0000,1161.0000,1161.0000,214.0000,270.0000,9.6200,10.7400,117.7200,309.7200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,F2uXav-wriA__000000000_000907000,Devanagari (hi/mr),907.0000,4,4,0.0336,mid (2.2%-7.0%],False,100.0000,106.9078,70.6026,41.0250,52.5678,40.4719,51.6377,132.0000,20.0000,22.0000,False,2765.0000,2765.0000,2956.0000,2765.0000,1160.0000,1643.0000,52.3200,12.7400,309.4900,912.9800,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,FDMf9ApmoNU__000016000_000686000,Bengali,670.0000,4,4,0.0882,high (>7.0%),False,86.5868,87.4251,16.3842,42.6764,55.7535,40.3940,53.7761,57.0000,11.0000,17.0000,False,1446.0000,1670.0000,1460.0000,1670.0000,58.0000,354.0000,86.6300,71.1600,111.0800,630.0200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,G6qzg93FxwE__000021000_000116000,Gujarati,95.0000,2,2,0.0061,low (<=2.2%),False,61.0487,61.0487,0.7692,6.6645,7.8049,6.6645,7.8049,8.0000,0.0000,0.0000,False,163.0000,267.0000,163.0000,267.0000,1.0000,130.0000,3.6400,1.9700,0.5900,93.0300,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,GEc_sS2KWo8__000096000_000290000,Gujarati,194.0000,4,4,0.0378,mid (2.2%-7.0%],False,83.5907,88.4170,20.3704,40.2225,63.1580,43.2607,65.0582,17.0000,4.0000,7.0000,False,433.0000,518.0000,458.0000,518.0000,33.0000,162.0000,18.2500,15.3500,26.7700,150.0900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,GfFLEIAAumk__000090000_000163000,Bengali,73.0000,2,2,0.0285,mid (2.2%-7.0%],False,88.4259,89.3519,7.5472,16.9860,22.7742,19.1602,26.4371,14.0000,3.0000,6.0000,False,191.0000,216.0000,193.0000,216.0000,4.0000,53.0000,3.2400,2.9700,6.2900,73.5900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Gq45evw6ytY__000597000_001464000,Odia,867.0000,3,3,0.0869,high (>7.0%),False,88.9416,90.9854,38.4762,61.0587,72.1262,59.3183,70.8189,86.0000,11.0000,19.0000,False,2437.0000,2740.0000,2493.0000,2740.0000,202.0000,525.0000,95.7900,76.8400,368.7100,886.5900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,HZv_WvIr6lE__000021000_000105000,Tamil,84.0000,3,3,0.1276,high (>7.0%),False,92.3077,92.6923,20.8333,23.3229,25.8767,24.1249,27.1284,7.0000,4.0000,8.0000,False,240.0000,260.0000,241.0000,260.0000,10.0000,48.0000,10.2000,4.8000,6.5200,92.2700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,HpYG46tGyYs__000103000_000998000,Devanagari (hi/mr),895.0000,4,4,0.0022,low (<=2.2%),False,19.2790,48.1583,16.1992,21.7213,28.7362,21.8049,28.9215,43.0000,4.0000,6.0000,False,492.0000,2552.0000,1229.0000,2552.0000,387.0000,2389.0000,21.5300,35.1400,130.4000,861.2300,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,IAm1rt-MYcA__000004000_000558000,Bengali,554.0000,4,4,0.0445,mid (2.2%-7.0%],False,78.0806,80.6872,15.2482,47.9737,64.4879,45.7988,62.9053,54.0000,10.0000,17.0000,False,1318.0000,1688.0000,1362.0000,1688.0000,86.0000,564.0000,45.3100,57.9100,156.6200,541.6300,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Iare1Emeueg__000016000_000069000,Devanagari (hi/mr),53.0000,2,2,0.0000,low (<=2.2%),False,100.0000,100.0000,66.6667,76.9764,79.5422,76.1211,73.3383,9.0000,3.0000,3.0000,False,139.0000,139.0000,139.0000,139.0000,10.0000,15.0000,10.6200,7.1200,15.5600,43.2600,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,IfTL8SSN270__000062000_000671000,Devanagari (hi/mr),609.0000,4,4,0.1121,high (>7.0%),False,100.0000,100.0000,69.1509,45.1601,56.2694,45.4026,56.5727,100.0000,24.0000,42.0000,False,2214.0000,2214.0000,2214.0000,2214.0000,733.0000,1060.0000,72.8900,34.0300,192.8800,663.8600,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Ig6szCD8m20__000046000_000106000,Devanagari (hi/mr),60.0000,2,2,0.0204,low (<=2.2%),False,50.2591,53.8860,5.6738,22.1215,28.2673,26.0154,33.9776,8.0000,2.0000,7.0000,False,97.0000,193.0000,104.0000,193.0000,8.0000,141.0000,1.2800,3.8500,8.0500,59.5800,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Iqhnt8ENm3U__000027000_000088000,Devanagari (hi/mr),61.0000,3,3,0.1772,high (>7.0%),False,87.0056,86.4407,40.8163,56.5204,63.7618,56.5204,63.6292,16.0000,7.0000,8.0000,False,154.0000,177.0000,153.0000,177.0000,20.0000,49.0000,11.9100,6.1100,19.6000,66.5600,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,J4-VpEkBzWw__000000000_000600000,Kannada,600.0000,7,5+,0.0685,mid (2.2%-7.0%],False,60.8247,92.7191,60.3930,55.8291,73.2451,56.0177,73.4527,65.0000,12.0000,16.0000,False,944.0000,1552.0000,1439.0000,1552.0000,584.0000,967.0000,23.4500,14.9100,316.8300,636.2100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,JBYGLQJwFDc__000103000_000407000,Tamil,304.0000,3,3,0.0120,low (<=2.2%),False,91.7647,92.5000,12.6050,48.2485,69.0692,44.0510,65.8786,22.0000,5.0000,6.0000,False,624.0000,680.0000,629.0000,680.0000,15.0000,119.0000,36.3200,31.0400,58.3900,260.6300,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,JSB1CeS4pP8__000000000_000632000,Punjabi,632.0000,4,4,0.0880,high (>7.0%),False,70.5460,72.7969,13.7546,30.8364,40.5755,27.1922,36.2456,62.0000,15.0000,21.0000,False,1473.0000,2088.0000,1520.0000,2088.0000,111.0000,807.0000,32.4900,31.5400,137.1900,652.5400,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Jc5AVwg2cZM__000153000_000214000,Devanagari (hi/mr),61.0000,3,3,0.2816,high (>7.0%),False,89.5349,91.8605,27.4510,86.9676,72.5429,85.9946,72.2461,16.0000,6.0000,10.0000,False,154.0000,172.0000,158.0000,172.0000,14.0000,51.0000,19.0300,16.1400,19.3500,62.6900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,KAtdcDieQMw__000057000_000599000,Odia,542.0000,3,3,0.1073,high (>7.0%),False,71.4696,91.2744,49.7849,61.4502,73.7050,61.8832,74.0873,52.0000,10.0000,13.0000,False,1245.0000,1742.0000,1590.0000,1742.0000,463.0000,930.0000,35.0100,32.4100,290.1400,581.8700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,KPkRi3GM7fs__000047000_000642000,Odia,595.0000,3,3,0.0031,low (<=2.2%),False,44.5572,90.2425,37.1699,40.5741,58.7513,40.5741,58.7513,31.0000,2.0000,2.0000,False,790.0000,1773.0000,1600.0000,1773.0000,549.0000,1477.0000,10.0000,15.7600,208.4500,577.2400,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Kdi-ECuOaKg__000002000_000078000,Malayalam,76.0000,6,5+,0.0000,low (<=2.2%),False,59.3407,78.0220,46.7742,97.0340,91.3738,93.5566,90.0159,10.0000,2.0000,2.0000,False,54.0000,91.0000,71.0000,91.0000,29.0000,62.0000,14.8900,9.6900,13.3700,39.1100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,L7xRazDdtgw__000019000_000083000,Gujarati,64.0000,3,3,0.0012,low (<=2.2%),False,100.0000,100.0000,80.9524,86.0323,89.3809,84.7434,83.3852,7.0000,1.0000,2.0000,False,102.0000,102.0000,102.0000,102.0000,17.0000,21.0000,10.5100,8.0700,18.1300,42.6700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,LBIWBxQ5H1s__000090000_001020000,Malayalam,930.0000,4,4,0.0724,high (>7.0%),False,81.8515,90.2529,52.7027,49.6855,59.5934,48.8445,58.7632,92.0000,14.0000,19.0000,False,2007.0000,2452.0000,2213.0000,2452.0000,468.0000,888.0000,96.8600,69.7800,311.3100,961.9500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,LK23jX9tgZM__000059000_000221000,Gujarati,162.0000,3,3,0.1712,high (>7.0%),False,85.5839,85.5839,1.1111,47.9526,63.6858,48.1705,63.7532,3.0000,1.0000,1.0000,False,469.0000,548.0000,469.0000,548.0000,1.0000,90.0000,35.5300,10.9100,39.4000,179.0100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,LctYmmr9-Vg__000000000_000061000,Devanagari (hi/mr),61.0000,2,2,0.0000,low (<=2.2%),False,78.4173,81.2950,18.5185,19.7074,22.4948,14.8171,14.2335,8.0000,3.0000,7.0000,False,109.0000,139.0000,113.0000,139.0000,10.0000,54.0000,4.5300,2.5600,2.3400,47.8500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,LqQHdo7t5Ps__000198000_000498000,Devanagari (hi/mr),300.0000,3,3,0.0019,low (<=2.2%),False,48.6994,49.1329,4.6809,15.1415,25.1632,15.1415,25.1632,28.0000,3.0000,5.0000,False,337.0000,692.0000,340.0000,692.0000,22.0000,470.0000,4.1700,6.9300,33.3600,293.6300,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,Md3p6RTanBg__000315000_000426000,Bengali,111.0000,3,3,0.0528,mid (2.2%-7.0%],False,63.7584,71.8121,9.6552,9.8481,15.3088,9.8481,15.3088,12.0000,1.0000,1.0000,False,190.0000,298.0000,214.0000,298.0000,14.0000,145.0000,2.2700,1.8100,7.0700,113.2200,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,MmtWBUK2DKE__000000000_000310000,Devanagari (hi/mr),310.0000,5,5+,0.0432,mid (2.2%-7.0%],False,100.0000,111.1727,78.8491,60.1729,84.1433,58.9561,83.4345,59.0000,21.0000,40.0000,False,1083.0000,1083.0000,1204.0000,1083.0000,507.0000,643.0000,10.7600,5.9700,167.7300,306.5500,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,NLgHpYyf5bY__000313000_000383000,Devanagari (hi/mr),70.0000,2,2,0.0097,low (<=2.2%),False,100.0000,100.0000,30.7292,16.8965,31.8738,16.8965,31.8738,7.0000,1.0000,2.0000,False,240.0000,240.0000,240.0000,240.0000,59.0000,192.0000,1.6200,2.1700,7.8500,68.8900,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,NuhdqCEuIBo__000197000_000540000,Punjabi,343.0000,3,3,0.0562,mid (2.2%-7.0%],False,72.2425,72.6077,7.9523,31.0127,51.9475,29.2906,45.5179,37.0000,10.0000,17.0000,False,989.0000,1369.0000,994.0000,1369.0000,40.0000,503.0000,21.2300,25.2600,63.7200,355.3700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,O4_aeGFzZ8A__000000000_000335000,Kannada,335.0000,8,5+,0.0004,low (<=2.2%),False,61.6809,88.0342,35.6828,42.7098,69.7305,42.7098,69.7305,38.0000,1.0000,1.0000,False,433.0000,702.0000,618.0000,702.0000,162.0000,454.0000,13.2300,5.7600,118.4800,321.8700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,OXUt5KnlUMo__000091000_000181000,Odia,90.0000,2,2,0.0000,low (<=2.2%),False,75.0000,74.5968,7.9646,26.4212,37.9741,26.4212,37.9741,10.0000,2.0000,2.0000,False,186.0000,248.0000,185.0000,248.0000,9.0000,113.0000,5.9300,3.6300,13.2600,86.3700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,OxYCBQKZ3iY__000000000_001822000,Punjabi,1822.0000,7,5+,0.0659,mid (2.2%-7.0%],False,100.0000,100.0000,80.7922,69.8928,83.1168,68.2149,82.1104,322.0000,114.0000,168.0000,False,5525.0000,5525.0000,5525.0000,5525.0000,1081.0000,1338.0000,156.5600,79.5600,956.4400,1706.2700,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,PCUA2q2C-2A__000045000_000107000,Devanagari (hi/mr),62.0000,3,3,0.0063,low (<=2.2%),False,29.8701,31.1688,0.6944,3.2614,5.2470,3.2614,5.2470,3.0000,0.0000,0.0000,False,46.0000,154.0000,48.0000,154.0000,1.0000,144.0000,1.0700,0.9100,0.0000,60.7100,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,PEDfT9-Yf2o__000000000_000469000,Bengali,469.0000,3,3,0.0110,low (<=2.2%),False,38.7250,56.8982,19.6615,20.0919,30.9871,19.8336,30.5409,31.0000,4.0000,6.0000,False,407.0000,1051.0000,598.0000,1051.0000,151.0000,768.0000,10.7200,3.6000,66.5700,402.6000,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
indicconformer,sortformer_stream,rule,PQB3-4sZUeY__000000000_001132000,Telugu,1132.0000,4,4,0.1069,high (>7.0%),False,89.5833,95.0728,62.6087,66.6041,75.1630,64.7587,73.8576,148.0000,47.0000,51.0000,False,2709.0000,3024.0000,2875.0000,3024.0000,432.0000,690.0000,76.3200,110.8800,565.3200,1129.8400,indicconformer__sortformer_stream+rule,indicconformer__sortformer_stream
